by_year_start_date,DISTRICT,SAFETY,TRUST
01/01/2023 12:00:00 AM,10,56.341388888888889,55.467222222222222
01/01/2023 12:00:00 AM,11,54.374722222222222,52.607777777777778
01/01/2023 12:00:00 AM,12,62.675277777777778,61.109444444444444
01/01/2023 12:00:00 AM,14,60.750833333333333,59.767777777777778
01/01/2023 12:00:00 AM,15,54.804444444444444,54.128611111111111
01/01/2023 12:00:00 AM,16,67.639791666666667,71.208541666666667
01/01/2023 12:00:00 AM,17,63.805277777777778,64.951111111111111
01/01/2023 12:00:00 AM,18,64.555277777777778,67.943333333333333
01/01/2023 12:00:00 AM,19,63.464166666666667,64.118888888888889
01/01/2023 12:00:00 AM,20,64.275833333333333,63.061111111111111
01/01/2023 12:00:00 AM,22,62.129444444444444,64.612222222222222
01/01/2023 12:00:00 AM,24,60.888888888888889,63.105555555555556
01/01/2023 12:00:00 AM,25,60.412166666666667,61.674166666666667
