BRANCH,year,month,circulation_num
Beverly,2020,JUNE,1937
Legler Regional,2020,JUNE,0
Toman,2020,JUNE,1239
Austin,2020,JUNE,452
Wrightwood-Ashburn,2020,JUNE,512
Jefferson Park,2020,JUNE,3067
Mayfair,2020,JUNE,1547
South Chicago,2020,JUNE,342
Clearing,2020,JUNE,1109
Merlo,2020,JUNE,36
Uptown,2020,JUNE,4160
Chicago Lawn,2020,JUNE,854
Harold Washington Library Center,2020,JUNE,16445
Brighton Park,2020,JUNE,881
West Chicago Avenue,2020,JUNE,207
Little Village,2020,JUNE,855
Lincoln Belmont,2020,JUNE,7628
Gage Park,2020,JUNE,0
Northtown,2020,JUNE,6868
Dunning,2020,JUNE,2675
Bezazian,2020,JUNE,4028
West Loop,2020,JUNE,2238
Pullman,2020,JUNE,204
Patron Initiated renewals (automated phone),2020,JUNE,1032
Jeffery Manor,2020,JUNE,278
Hall,2020,JUNE,749
Mount Greenwood,2020,JUNE,2467
Coleman,2020,JUNE,727
Austin-Irving,2020,JUNE,4077
Woodson Regional Library,2020,JUNE,1292
Thurgood Marshall,2020,JUNE,480
Chicago Bee,2020,JUNE,384
Vodak-East Side,2020,JUNE,713
Sherman Park,2020,JUNE,117
Patron Initiated renewals (online),2020,JUNE,25779
Walker,2021,JUNE,953
Albany Park,2021,JUNE,5711
Avalon,2021,JUNE,1378
Brainerd,2021,JUNE,278
Oriole Park,2021,JUNE,5128
Little Italy,2021,JUNE,4460
Edgebrook,2021,JUNE,6744
Kelly,2021,JUNE,332
Edgewater,2021,JUNE,11595
Near North,2021,JUNE,8318
Canaryville,2021,JUNE,0
"Daley, Richard J.- Bridgeport",2021,JUNE,3532
Manning,2021,JUNE,0
Portage-Cragin,2021,JUNE,3450
"Whitney M. Young, Jr.",2021,JUNE,813
Greater Grand Crossing,2021,JUNE,462
Auto-Renewals,2021,JUNE,471670
Scottsdale,2021,JUNE,1028
Altgeld,2021,JUNE,153
West Lawn,2021,JUNE,629
Back of the Yards,2021,JUNE,1090
Rogers Park,2021,JUNE,6257
Garfield Ridge,2021,JUNE,3348
King,2021,JUNE,1201
Water Works,2021,JUNE,0
"Daley, Richard M.- W Humboldt",2021,JUNE,1309
Humboldt Park,2021,JUNE,3000
Sulzer Regional Library,2021,JUNE,25051
Blackstone,2021,JUNE,7013
North Austin,2021,JUNE,497
West Town,2021,JUNE,3361
Budlong Woods,2021,JUNE,6208
Lincoln Park,2021,JUNE,10208
West Englewood,2021,JUNE,332
Archer Heights,2021,JUNE,2328
Hegewisch,2021,JUNE,1118
Independence,2021,JUNE,6068
Lozano,2021,JUNE,2305
South Shore,2021,JUNE,1153
Chinatown,2021,JUNE,4730
Douglass,2021,JUNE,475
Logan Square,2021,JUNE,9533
Roden,2021,JUNE,4403
Galewood-Mont Clare,2021,JUNE,0
West Belmont,2021,JUNE,3090
Bucktown-Wicker Park,2021,JUNE,8099
North Pulaski,2021,JUNE,974
McKinley Park,2021,JUNE,2677
Downloadable Media,2021,JUNE,189325
West Pullman,2021,JUNE,493
Beverly,2021,JUNE,3118
Legler Regional,2021,JUNE,466
Toman,2021,JUNE,1895
Austin,2021,JUNE,682
Wrightwood-Ashburn,2021,JUNE,791
Jefferson Park,2021,JUNE,4866
Mayfair,2021,JUNE,2265
South Chicago,2021,JUNE,721
Clearing,2021,JUNE,2025
Merlo,2021,JUNE,8101
Uptown,2021,JUNE,5812
Chicago Lawn,2021,JUNE,1661
Harold Washington Library Center,2021,JUNE,25011
Brighton Park,2021,JUNE,1643
West Chicago Avenue,2021,JUNE,201
Little Village,2021,JUNE,1395
Lincoln Belmont,2021,JUNE,12202
Gage Park,2021,JUNE,0
Northtown,2021,JUNE,10035
Dunning,2021,JUNE,3721
Bezazian,2021,JUNE,5845
West Loop,2021,JUNE,4043
Pullman,2021,JUNE,335
Patron Initiated renewals (automated phone),2021,JUNE,937
Jeffery Manor,2021,JUNE,102
Hall,2021,JUNE,616
Mount Greenwood,2021,JUNE,3845
Coleman,2021,JUNE,766
Austin-Irving,2021,JUNE,6140
Woodson Regional Library,2021,JUNE,1589
Thurgood Marshall,2021,JUNE,611
Chicago Bee,2021,JUNE,704
Vodak-East Side,2021,JUNE,1681
Sherman Park,2021,JUNE,199
Patron Initiated renewals (online),2021,JUNE,29278
West Chicago Avenue,2022,JUNE,263
"Whitney M. Young, Jr.",2022,JUNE,648
Downloadable Media,2022,JUNE,213283
Woodson Regional Library,2022,JUNE,2207
Beverly,2022,JUNE,1979
Archer Heights,2022,JUNE,2432
Manning,2022,JUNE,1063
Blackstone,2022,JUNE,7217
Portage-Cragin,2022,JUNE,3588
West Belmont,2022,JUNE,3115
Avalon,2022,JUNE,1362
Edgewater,2022,JUNE,10825
South Shore,2022,JUNE,867
Legler Regional,2022,JUNE,593
Hall,2022,JUNE,577
Back of the Yards,2022,JUNE,1254
Vodak-East Side,2022,JUNE,1423
Mayfair,2022,JUNE,2778
Auto-Renewals,2022,JUNE,512518
Dunning,2022,JUNE,3986
West Pullman,2022,JUNE,750
Jefferson Park,2022,JUNE,5215
Sherman Park,2022,JUNE,197
Altgeld,2022,JUNE,198
North Austin,2022,JUNE,541
Little Village,2022,JUNE,1634
Near North,2022,JUNE,1704
Water Works,2022,JUNE,3914
Uptown,2022,JUNE,1351
Patron Initiated renewals (automated phone),2022,JUNE,894
Bucktown-Wicker Park,2022,JUNE,8274
Jeffery Manor,2022,JUNE,537
Albany Park,2022,JUNE,5392
West Englewood,2022,JUNE,380
Northtown,2022,JUNE,9470
West Lawn,2022,JUNE,1960
King,2022,JUNE,929
"Daley, Richard M.- W Humboldt",2022,JUNE,1194
Lozano,2022,JUNE,1909
Merlo,2022,JUNE,9293
Little Italy,2022,JUNE,4013
Canaryville,2022,JUNE,0
Independence,2022,JUNE,6672
Austin,2022,JUNE,643
Scottsdale,2022,JUNE,1326
Lincoln Belmont,2022,JUNE,10803
Walker,2022,JUNE,1551
North Pulaski,2022,JUNE,1001
Logan Square,2022,JUNE,9890
Austin-Irving,2022,JUNE,5883
Pullman,2022,JUNE,331
Wrightwood-Ashburn,2022,JUNE,819
Budlong Woods,2022,JUNE,6640
Chicago Lawn,2022,JUNE,1363
Talking Book and Braille downloadable,2022,JUNE,2342
Coleman,2022,JUNE,1053
Humboldt Park,2022,JUNE,3700
Douglass,2022,JUNE,0
Clearing,2022,JUNE,2136
Edgebrook,2022,JUNE,7397
Roden,2022,JUNE,4915
Harold Washington Library Center,2022,JUNE,23305
Oriole Park,2022,JUNE,5544
Garfield Ridge,2022,JUNE,3517
Patron Initiated renewals (online),2022,JUNE,26199
Gage Park,2022,JUNE,655
Hegewisch,2022,JUNE,1210
Lincoln Park,2022,JUNE,13373
Greater Grand Crossing,2022,JUNE,573
McKinley Park,2022,JUNE,3232
"Daley, Richard J.- Bridgeport",2022,JUNE,3426
West Loop,2022,JUNE,4236
Bezazian,2022,JUNE,7530
Toman,2022,JUNE,1808
Thurgood Marshall,2022,JUNE,731
Sulzer Regional Library,2022,JUNE,25830
Rogers Park,2022,JUNE,6832
Galewood-Mont Clare,2022,JUNE,0
Kelly,2022,JUNE,479
West Town,2022,JUNE,4959
Mount Greenwood,2022,JUNE,4642
Chinatown,2022,JUNE,5367
Brainerd,2022,JUNE,421
Brighton Park,2022,JUNE,1578
South Chicago,2022,JUNE,804
Chicago Bee,2022,JUNE,931
Walker,2023,JUNE,1565
Albany Park,2023,JUNE,5426
Avalon,2023,JUNE,1515
Brainerd,2023,JUNE,377
Oriole Park,2023,JUNE,5421
Little Italy,2023,JUNE,3890
Edgebrook,2023,JUNE,7447
Kelly,2023,JUNE,272
Edgewater,2023,JUNE,10846
Near North,2023,JUNE,7317
Canaryville,2023,JUNE,898
"Daley, Richard J.- Bridgeport",2023,JUNE,3652
Manning,2023,JUNE,1131
Portage-Cragin,2023,JUNE,3845
"Whitney M. Young, Jr.",2023,JUNE,783
Greater Grand Crossing,2023,JUNE,524
Auto-Renewals,2023,JUNE,537961
Scottsdale,2023,JUNE,1397
Altgeld,2023,JUNE,135
West Lawn,2023,JUNE,2038
Back of the Yards,2023,JUNE,1058
Rogers Park,2023,JUNE,7258
Talking Book and Braille downloadable,2023,JUNE,3098
Garfield Ridge,2023,JUNE,3904
King,2023,JUNE,823
Water Works,2023,JUNE,2996
Downloadable Media,2023,JUNE,266675
"Daley, Richard M.- W Humboldt",2023,JUNE,947
Humboldt Park,2023,JUNE,4130
Sulzer Regional Library,2023,JUNE,27142
Blackstone,2023,JUNE,6900
North Austin,2023,JUNE,513
West Town,2023,JUNE,5162
Budlong Woods,2023,JUNE,6792
Lincoln Park,2023,JUNE,11550
West Englewood,2023,JUNE,516
Archer Heights,2023,JUNE,2072
Hegewisch,2023,JUNE,990
Independence,2023,JUNE,6927
Lozano,2023,JUNE,2322
South Shore,2023,JUNE,1016
Chinatown,2023,JUNE,4443
Douglass,2023,JUNE,380
Logan Square,2023,JUNE,10500
Roden,2023,JUNE,5115
Galewood-Mont Clare,2023,JUNE,0
West Belmont,2023,JUNE,3307
Bucktown-Wicker Park,2023,JUNE,8614
North Pulaski,2023,JUNE,1302
McKinley Park,2023,JUNE,3168
West Pullman,2023,JUNE,769
Beverly,2023,JUNE,3725
Legler Regional,2023,JUNE,701
Toman,2023,JUNE,1778
Austin,2023,JUNE,608
Wrightwood-Ashburn,2023,JUNE,769
Jefferson Park,2023,JUNE,5393
Mayfair,2023,JUNE,2905
South Chicago,2023,JUNE,877
Clearing,2023,JUNE,2070
Merlo,2023,JUNE,8945
Uptown,2023,JUNE,6306
Chicago Lawn,2023,JUNE,1489
Harold Washington Library Center,2023,JUNE,22459
Brighton Park,2023,JUNE,1921
West Chicago Avenue,2023,JUNE,427
Little Village,2023,JUNE,1298
Lincoln Belmont,2023,JUNE,11591
Gage Park,2023,JUNE,775
Northtown,2023,JUNE,9028
Dunning,2023,JUNE,4257
Bezazian,2023,JUNE,6345
West Loop,2023,JUNE,4632
Pullman,2023,JUNE,429
Patron Initiated renewals (automated phone),2023,JUNE,655
Jeffery Manor,2023,JUNE,489
Hall,2023,JUNE,724
Mount Greenwood,2023,JUNE,4801
Coleman,2023,JUNE,853
Austin-Irving,2023,JUNE,5683
Woodson Regional Library,2023,JUNE,2054
Thurgood Marshall,2023,JUNE,723
Chicago Bee,2023,JUNE,742
Vodak-East Side,2023,JUNE,1725
Sherman Park,2023,JUNE,346
Patron Initiated renewals (online),2023,JUNE,25495
Albany Park,2019,JULY,9664
Altgeld,2019,JULY,354
Archer Heights,2019,JULY,5356
Austin,2019,JULY,1134
Austin-Irving,2019,JULY,11634
Avalon,2019,JULY,3460
Back of the Yards,2019,JULY,2412
Beverly,2019,JULY,4425
Bezazian,2019,JULY,8873
Blackstone,2019,JULY,9804
Brainerd,2019,JULY,720
Brighton Park,2019,JULY,3759
Bucktown-Wicker Park,2019,JULY,10344
Budlong Woods,2019,JULY,8624
Canaryville,2019,JULY,1793
Chicago Bee,2019,JULY,1076
Chicago Lawn,2019,JULY,3362
Chinatown,2019,JULY,8711
Clearing,2019,JULY,3158
Coleman,2019,JULY,2374
"Daley, Richard J.",2019,JULY,5897
"Daley, Richard M.",2019,JULY,2453
Douglass,2019,JULY,0
Dunning,2019,JULY,4769
Edgebrook,2019,JULY,10893
Edgewater,2019,JULY,16253
Gage Park,2019,JULY,1513
Galewood-Mont Clare,2019,JULY,856
Garfield Ridge,2019,JULY,5448
Greater Grand Crossing,2019,JULY,2066
Hall,2019,JULY,1690
HAROLD WASHINGTON LIBRARY CENTER,2019,JULY,51624
Hegewisch,2019,JULY,1805
Humboldt Park,2019,JULY,5304
Independence,2019,JULY,9449
Jefferson Park,2019,JULY,0
Jeffery Manor,2019,JULY,791
Kelly,2019,JULY,1235
King,2019,JULY,1804
Legler Regional,2019,JULY,1240
Lincoln Belmont,2019,JULY,16318
Lincoln Park,2019,JULY,12704
Little Italy,2019,JULY,6750
Little Village,2019,JULY,3633
Logan Square,2019,JULY,12661
Lozano,2019,JULY,3781
Manning,2019,JULY,2130
Mayfair,2019,JULY,4444
McKinley Park,2019,JULY,5079
Merlo,2019,JULY,0
Mount Greenwood,2019,JULY,6275
Near North,2019,JULY,9921
North Austin,2019,JULY,1308
North Pulaski,2019,JULY,2514
Northtown,2019,JULY,13998
Oriole Park,2019,JULY,6505
Portage-Cragin,2019,JULY,6023
Pullman,2019,JULY,976
Roden,2019,JULY,7785
Rogers Park,2019,JULY,10283
Scottsdale,2019,JULY,2038
Sherman Park,2019,JULY,743
South Chicago,2019,JULY,1612
South Shore,2019,JULY,0
Sulzer Regional Library,2019,JULY,33964
Thurgood Marshall,2019,JULY,2108
Toman,2019,JULY,4700
Uptown,2019,JULY,9561
Vodak-East Side,2019,JULY,2907
Walker,2019,JULY,2011
Water Works,2019,JULY,5788
West Belmont,2019,JULY,6601
West Chicago Avenue,2019,JULY,845
West Englewood,2019,JULY,1249
West Lawn,2019,JULY,3470
West Loop,2019,JULY,5720
West Pullman,2019,JULY,1663
West Town,2019,JULY,5756
"Whitney M. Young, Jr.",2019,JULY,2126
Woodson Regional Library,2019,JULY,5103
Wrightwood-Ashburn,2019,JULY,1812
Downloadable Media,2019,JULY,157917
Online Renewals,2019,JULY,350655
Itivia Renewals,2019,JULY,3794
"Whitney M. Young, Jr.",2020,JULY,840
Auto-Renewals,2020,JULY,631669
Walker,2020,JULY,805
Albany Park,2020,JULY,5015
Avalon,2020,JULY,1466
Brainerd,2020,JULY,288
Oriole Park,2020,JULY,4465
Little Italy,2020,JULY,3969
Edgebrook,2020,JULY,7465
Kelly,2020,JULY,307
Edgewater,2020,JULY,10245
Near North,2020,JULY,8240
Canaryville,2020,JULY,0
"Daley, Richard J.- Bridgeport",2020,JULY,3809
Manning,2020,JULY,0
Portage-Cragin,2020,JULY,3091
Greater Grand Crossing,2020,JULY,624
Scottsdale,2020,JULY,1059
Altgeld,2020,JULY,0
West Lawn,2020,JULY,1197
Back of the Yards,2020,JULY,798
Rogers Park,2020,JULY,7040
Garfield Ridge,2020,JULY,2711
King,2020,JULY,982
Water Works,2020,JULY,0
"Daley, Richard M.- W Humboldt",2020,JULY,1310
Humboldt Park,2020,JULY,2991
Sulzer Regional Library,2020,JULY,22356
Blackstone,2020,JULY,6324
North Austin,2020,JULY,647
West Town,2020,JULY,3101
Budlong Woods,2020,JULY,5321
Lincoln Park,2020,JULY,9061
West Englewood,2020,JULY,261
Archer Heights,2020,JULY,2151
Hegewisch,2020,JULY,1052
Independence,2020,JULY,6265
Lozano,2020,JULY,2019
South Shore,2020,JULY,851
Chinatown,2020,JULY,3699
Douglass,2020,JULY,368
Logan Square,2020,JULY,9139
Roden,2020,JULY,4845
Galewood-Mont Clare,2020,JULY,0
West Belmont,2020,JULY,2989
Bucktown-Wicker Park,2020,JULY,6914
North Pulaski,2020,JULY,846
McKinley Park,2020,JULY,3279
Downloadable Media,2020,JULY,211493
West Pullman,2020,JULY,678
Beverly,2020,JULY,2928
Legler Regional,2020,JULY,0
Toman,2020,JULY,2000
Austin,2020,JULY,730
Wrightwood-Ashburn,2020,JULY,764
Jefferson Park,2020,JULY,4073
Mayfair,2020,JULY,2408
South Chicago,2020,JULY,534
Clearing,2020,JULY,1686
Merlo,2020,JULY,5627
Uptown,2020,JULY,6301
Chicago Lawn,2020,JULY,1321
Harold Washington Library Center,2020,JULY,22446
Brighton Park,2020,JULY,1610
West Chicago Avenue,2020,JULY,345
Little Village,2020,JULY,1144
Lincoln Belmont,2020,JULY,10263
Gage Park,2020,JULY,0
Northtown,2020,JULY,10675
Dunning,2020,JULY,3465
Bezazian,2020,JULY,6402
West Loop,2020,JULY,3442
Pullman,2020,JULY,375
Patron Initiated renewals (automated phone),2020,JULY,1244
Jeffery Manor,2020,JULY,454
Hall,2020,JULY,945
Mount Greenwood,2020,JULY,3297
Coleman,2020,JULY,923
Austin-Irving,2020,JULY,6122
Woodson Regional Library,2020,JULY,2022
Thurgood Marshall,2020,JULY,804
Chicago Bee,2020,JULY,594
Vodak-East Side,2020,JULY,1343
Sherman Park,2020,JULY,202
Patron Initiated renewals (online),2020,JULY,31148
Walker,2021,JULY,1098
Albany Park,2021,JULY,5983
Avalon,2021,JULY,1242
Brainerd,2021,JULY,197
Oriole Park,2021,JULY,5511
Little Italy,2021,JULY,4906
Edgebrook,2021,JULY,7849
Kelly,2021,JULY,355
Edgewater,2021,JULY,11650
Near North,2021,JULY,8412
Canaryville,2021,JULY,131
"Daley, Richard J.- Bridgeport",2021,JULY,3910
Manning,2021,JULY,0
Portage-Cragin,2021,JULY,3855
"Whitney M. Young, Jr.",2021,JULY,668
Greater Grand Crossing,2021,JULY,307
Auto-Renewals,2021,JULY,478883
Scottsdale,2021,JULY,1348
Altgeld,2021,JULY,206
West Lawn,2021,JULY,13
Back of the Yards,2021,JULY,1241
Rogers Park,2021,JULY,7070
Garfield Ridge,2021,JULY,3691
King,2021,JULY,1344
Water Works,2021,JULY,123
"Daley, Richard M.- W Humboldt",2021,JULY,1321
Humboldt Park,2021,JULY,3394
Sulzer Regional Library,2021,JULY,24576
Blackstone,2021,JULY,7787
North Austin,2021,JULY,644
West Town,2021,JULY,3725
Budlong Woods,2021,JULY,6639
Lincoln Park,2021,JULY,10190
West Englewood,2021,JULY,310
Archer Heights,2021,JULY,2847
Hegewisch,2021,JULY,1117
Independence,2021,JULY,6791
Lozano,2021,JULY,2255
South Shore,2021,JULY,1292
Chinatown,2021,JULY,5682
Douglass,2021,JULY,389
Logan Square,2021,JULY,9856
Roden,2021,JULY,4971
Galewood-Mont Clare,2021,JULY,0
West Belmont,2021,JULY,3322
Bucktown-Wicker Park,2021,JULY,8006
North Pulaski,2021,JULY,1002
McKinley Park,2021,JULY,3123
Downloadable Media,2021,JULY,193068
West Pullman,2021,JULY,735
Beverly,2021,JULY,3637
Legler Regional,2021,JULY,479
Toman,2021,JULY,2070
Austin,2021,JULY,581
Wrightwood-Ashburn,2021,JULY,679
Jefferson Park,2021,JULY,5573
Mayfair,2021,JULY,2615
South Chicago,2021,JULY,875
Clearing,2021,JULY,2072
Merlo,2021,JULY,8093
Uptown,2021,JULY,6126
Chicago Lawn,2021,JULY,2000
Harold Washington Library Center,2021,JULY,24932
Brighton Park,2021,JULY,1914
West Chicago Avenue,2021,JULY,225
Little Village,2021,JULY,1829
Lincoln Belmont,2021,JULY,11856
Gage Park,2021,JULY,18
Northtown,2021,JULY,10412
Dunning,2021,JULY,3820
Bezazian,2021,JULY,6276
West Loop,2021,JULY,4209
Pullman,2021,JULY,342
Patron Initiated renewals (automated phone),2021,JULY,1148
Jeffery Manor,2021,JULY,272
Hall,2021,JULY,712
Mount Greenwood,2021,JULY,3746
Coleman,2021,JULY,1205
Austin-Irving,2021,JULY,6020
Woodson Regional Library,2021,JULY,2162
Thurgood Marshall,2021,JULY,758
Chicago Bee,2021,JULY,634
Vodak-East Side,2021,JULY,2009
Sherman Park,2021,JULY,273
Patron Initiated renewals (online),2021,JULY,28197
West Chicago Avenue,2022,JULY,502
"Whitney M. Young, Jr.",2022,JULY,835
Downloadable Media,2022,JULY,232207
Woodson Regional Library,2022,JULY,2150
Beverly,2022,JULY,3365
Archer Heights,2022,JULY,2505
Manning,2022,JULY,1401
Blackstone,2022,JULY,7174
Portage-Cragin,2022,JULY,3750
West Belmont,2022,JULY,3489
Avalon,2022,JULY,1462
Edgewater,2022,JULY,11022
South Shore,2022,JULY,927
Legler Regional,2022,JULY,729
Hall,2022,JULY,756
Back of the Yards,2022,JULY,1117
Vodak-East Side,2022,JULY,1903
Mayfair,2022,JULY,2735
Auto-Renewals,2022,JULY,530951
Dunning,2022,JULY,3897
West Pullman,2022,JULY,732
Jefferson Park,2022,JULY,5317
Sherman Park,2022,JULY,320
Altgeld,2022,JULY,257
North Austin,2022,JULY,855
Little Village,2022,JULY,1706
Near North,2022,JULY,295
Water Works,2022,JULY,4136
Uptown,2022,JULY,5432
Patron Initiated renewals (automated phone),2022,JULY,676
Bucktown-Wicker Park,2022,JULY,8496
Jeffery Manor,2022,JULY,634
Albany Park,2022,JULY,5985
West Englewood,2022,JULY,513
Northtown,2022,JULY,9487
West Lawn,2022,JULY,2063
King,2022,JULY,1157
"Daley, Richard M.- W Humboldt",2022,JULY,1245
Lozano,2022,JULY,2223
Merlo,2022,JULY,9563
Little Italy,2022,JULY,4057
Canaryville,2022,JULY,399
Independence,2022,JULY,6646
Austin,2022,JULY,592
Scottsdale,2022,JULY,1476
Lincoln Belmont,2022,JULY,10886
Walker,2022,JULY,1366
North Pulaski,2022,JULY,950
Logan Square,2022,JULY,10610
Austin-Irving,2022,JULY,6068
Pullman,2022,JULY,457
Wrightwood-Ashburn,2022,JULY,482
Budlong Woods,2022,JULY,6747
Chicago Lawn,2022,JULY,1600
Talking Book and Braille downloadable,2022,JULY,2134
Coleman,2022,JULY,1058
Humboldt Park,2022,JULY,3777
Douglass,2022,JULY,224
Clearing,2022,JULY,1914
Edgebrook,2022,JULY,7621
Roden,2022,JULY,5395
Harold Washington Library Center,2022,JULY,23715
Oriole Park,2022,JULY,5958
Garfield Ridge,2022,JULY,3770
Patron Initiated renewals (online),2022,JULY,27755
Gage Park,2022,JULY,967
Hegewisch,2022,JULY,1108
Lincoln Park,2022,JULY,13666
Greater Grand Crossing,2022,JULY,519
McKinley Park,2022,JULY,3157
"Daley, Richard J.- Bridgeport",2022,JULY,3979
West Loop,2022,JULY,4560
Bezazian,2022,JULY,6891
Toman,2022,JULY,1789
Thurgood Marshall,2022,JULY,893
Sulzer Regional Library,2022,JULY,26692
Rogers Park,2022,JULY,6950
Galewood-Mont Clare,2022,JULY,0
Kelly,2022,JULY,450
West Town,2022,JULY,4901
Mount Greenwood,2022,JULY,4597
Chinatown,2022,JULY,5477
Brainerd,2022,JULY,337
Brighton Park,2022,JULY,1609
South Chicago,2022,JULY,720
Chicago Bee,2022,JULY,778
Walker,2023,JULY,1260
Albany Park,2023,JULY,5220
Avalon,2023,JULY,1336
Brainerd,2023,JULY,279
Oriole Park,2023,JULY,4954
Little Italy,2023,JULY,3397
Edgebrook,2023,JULY,6757
Kelly,2023,JULY,312
Edgewater,2023,JULY,10686
Near North,2023,JULY,6965
Canaryville,2023,JULY,763
"Daley, Richard J.- Bridgeport",2023,JULY,3681
Manning,2023,JULY,1111
Portage-Cragin,2023,JULY,3310
"Whitney M. Young, Jr.",2023,JULY,800
Greater Grand Crossing,2023,JULY,360
Auto-Renewals,2023,JULY,572096
Scottsdale,2023,JULY,1143
Altgeld,2023,JULY,90
West Lawn,2023,JULY,1992
Back of the Yards,2023,JULY,1001
Rogers Park,2023,JULY,7070
Talking Book and Braille downloadable,2023,JULY,3346
Garfield Ridge,2023,JULY,3341
King,2023,JULY,1022
Water Works,2023,JULY,2837
Downloadable Media,2023,JULY,284126
"Daley, Richard M.- W Humboldt",2023,JULY,1065
Humboldt Park,2023,JULY,3799
Sulzer Regional Library,2023,JULY,26196
Blackstone,2023,JULY,6791
North Austin,2023,JULY,527
West Town,2023,JULY,4646
Budlong Woods,2023,JULY,6468
Lincoln Park,2023,JULY,11136
West Englewood,2023,JULY,342
Archer Heights,2023,JULY,1871
Hegewisch,2023,JULY,1213
Independence,2023,JULY,6813
Lozano,2023,JULY,1975
South Shore,2023,JULY,948
Chinatown,2023,JULY,4068
Douglass,2023,JULY,401
Logan Square,2023,JULY,10618
Roden,2023,JULY,5421
Galewood-Mont Clare,2023,JULY,0
West Belmont,2023,JULY,2976
Bucktown-Wicker Park,2023,JULY,8139
North Pulaski,2023,JULY,1275
McKinley Park,2023,JULY,2568
West Pullman,2023,JULY,671
Beverly,2023,JULY,3244
Legler Regional,2023,JULY,61
Toman,2023,JULY,1354
Austin,2023,JULY,449
Wrightwood-Ashburn,2023,JULY,905
Jefferson Park,2023,JULY,5122
Mayfair,2023,JULY,2935
South Chicago,2023,JULY,837
Clearing,2023,JULY,1889
Merlo,2023,JULY,8628
Uptown,2023,JULY,5810
Chicago Lawn,2023,JULY,1290
Harold Washington Library Center,2023,JULY,23194
Brighton Park,2023,JULY,1693
West Chicago Avenue,2023,JULY,424
Little Village,2023,JULY,1541
Lincoln Belmont,2023,JULY,11164
Gage Park,2023,JULY,737
Northtown,2023,JULY,8533
Dunning,2023,JULY,3779
Bezazian,2023,JULY,6328
West Loop,2023,JULY,4514
Pullman,2023,JULY,484
Patron Initiated renewals (automated phone),2023,JULY,625
Jeffery Manor,2023,JULY,402
Hall,2023,JULY,774
Mount Greenwood,2023,JULY,4039
Coleman,2023,JULY,1190
Austin-Irving,2023,JULY,5614
Woodson Regional Library,2023,JULY,2184
Thurgood Marshall,2023,JULY,580
Chicago Bee,2023,JULY,573
Vodak-East Side,2023,JULY,1991
Sherman Park,2023,JULY,259
Patron Initiated renewals (online),2023,JULY,26167
Albany Park,2019,AUGUST,9069
Altgeld,2019,AUGUST,229
Archer Heights,2019,AUGUST,4793
Austin,2019,AUGUST,1236
Austin-Irving,2019,AUGUST,11063
Avalon,2019,AUGUST,3538
Back of the Yards,2019,AUGUST,2393
Beverly,2019,AUGUST,4651
Bezazian,2019,AUGUST,9245
Blackstone,2019,AUGUST,9745
Brainerd,2019,AUGUST,850
Brighton Park,2019,AUGUST,4420
Bucktown-Wicker Park,2019,AUGUST,10569
Budlong Woods,2019,AUGUST,8233
Canaryville,2019,AUGUST,1845
Chicago Bee,2019,AUGUST,1056
Chicago Lawn,2019,AUGUST,3220
Chinatown,2019,AUGUST,9063
Clearing,2019,AUGUST,3106
Coleman,2019,AUGUST,2244
"Daley, Richard J.",2019,AUGUST,5438
"Daley, Richard M.",2019,AUGUST,2302
Douglass,2019,AUGUST,0
Dunning,2019,AUGUST,4348
Edgebrook,2019,AUGUST,10515
Edgewater,2019,AUGUST,16822
Gage Park,2019,AUGUST,1140
Galewood-Mont Clare,2019,AUGUST,741
Garfield Ridge,2019,AUGUST,4765
Greater Grand Crossing,2019,AUGUST,1605
Hall,2019,AUGUST,1651
HAROLD WASHINGTON LIBRARY CENTER,2019,AUGUST,52012
Hegewisch,2019,AUGUST,1495
Humboldt Park,2019,AUGUST,4890
Independence,2019,AUGUST,9876
Jefferson Park,2019,AUGUST,0
Jeffery Manor,2019,AUGUST,951
Kelly,2019,AUGUST,1117
King,2019,AUGUST,1703
Legler Regional,2019,AUGUST,1281
Lincoln Belmont,2019,AUGUST,16522
Lincoln Park,2019,AUGUST,12758
Little Italy,2019,AUGUST,6558
Little Village,2019,AUGUST,3547
Logan Square,2019,AUGUST,12090
Lozano,2019,AUGUST,4139
Manning,2019,AUGUST,2269
Mayfair,2019,AUGUST,4403
McKinley Park,2019,AUGUST,5105
Merlo,2019,AUGUST,0
Mount Greenwood,2019,AUGUST,5271
Near North,2019,AUGUST,9653
North Austin,2019,AUGUST,1333
North Pulaski,2019,AUGUST,2514
Northtown,2019,AUGUST,12762
Oriole Park,2019,AUGUST,5992
Portage-Cragin,2019,AUGUST,5576
Pullman,2019,AUGUST,1042
Roden,2019,AUGUST,6981
Rogers Park,2019,AUGUST,10171
Scottsdale,2019,AUGUST,1826
Sherman Park,2019,AUGUST,696
South Chicago,2019,AUGUST,1614
South Shore,2019,AUGUST,0
Sulzer Regional Library,2019,AUGUST,33231
Thurgood Marshall,2019,AUGUST,1699
Toman,2019,AUGUST,3840
Uptown,2019,AUGUST,9434
Vodak-East Side,2019,AUGUST,2621
Walker,2019,AUGUST,2080
Water Works,2019,AUGUST,5799
West Belmont,2019,AUGUST,6583
West Chicago Avenue,2019,AUGUST,731
West Englewood,2019,AUGUST,1469
West Lawn,2019,AUGUST,3049
West Loop,2019,AUGUST,5916
West Pullman,2019,AUGUST,1630
West Town,2019,AUGUST,5878
